ID,birth_year,gender,yr_experience,industry,occupation,num_employees,household_size,metro_regional,perc_RW_last_q,pref_perc_RW_last_q,perc_RW_last_yr,pref_perc_RW_last_yr,pref_RW_post_covid,update_RW_agreement_post_covid,worked_RW_past_six_months,frequency_RW,pref_frequency_RW,employer_onsite_policy,perc_required_onsite,employers_policy_suits_me,choose_level_of_RW,choose_which_days_RW,direct_manager_denies_allows_RW,feelings_about_employer_policy,six_months_employer_encouraged_RW,six_months_employer_prepared_employees_for_RW,six_months_common_to_RW,six_months_easy_to_get_permission,six_months_collaborate_easily_RW,pared_collab,six_months_RW_decreases_chance_of_promotion,six_months_take_more_breaks_RW,RW_positive_or_negative_for_employer,who_in_org_is_most_supportive_of_RW,post_covid_employer_would_encourage_RW,post_covid_emplolyer_would_make_changes_to_accomodate_RW,post_covid_more_choice_about_RW,hrs_spent_onsite_preparing_commuting,hrs_spent_onsite_working,hrs_spent_onsite_caring_domestic_activities,hrs_spent_onsite_personal_family_time,hrs_spent_onsite_sleep,hrs_spent_RW_preparing_commuting,hrs_spent_RW_working,hrs_spent_RW_caring_domestic_activities,hrs_spent_RW_personal_family_time,hrs_spent_RW_sleep,RW_paycut_interest,accepted_paycut,six_month_barriers_RW_caring_responsibilities,six_month_barriers_RW_connectivity,six_month_barriers_RW_company_software_systems,six_month_barriers_RW_difficulty_collaborating_remotely,six_month_barriers_RW_poor_management,six_month_barriers_RW_IT_equipment,six_month_barriers_RW_feeling_leftout_isolated,six_month_barriers_RW_extra_costs,six_month_barriers_RW_cyber_security,six_month_barriers_RW_tasks_that_cannot_be_done_remotely,six_month_barriers_RW_workspace_conditions,six_month_barriers_RW_motivation,six_month_barriers_RW_managment_discourages_remote_work,six_month_barriers_RW_living_situation,six_month_barriers_RW_lack_of_RW_skills,six_month_barriers_RW_health_safety_remote,hybrid_biggest_barriers_one,hybrid_smallest_barriers_one,hybrid_biggest_barriers_two,hybrid_smallest_barriers_two,hybrid_biggest_barriers_three,hybrid_smallest_barriers_three,hybrid_biggest_barriers_four,hybrid_smallest_barriers_four,hybrid_biggest_barriers_five,hybrid_smallest_barriers_five,hybrid_biggest_barriers_six,hybrid_smallest_barriers_six,hybrid_biggest_barriers_seven,hybrid_smallest_barriers_seven,hybrid_biggest_barriers_eight,hybrid_smallest_barriers_eight,hybrid_biggest_barriers_nine,hybrid_smallest_barriers_nine,hybrid_biggest_barriers_ten,hybrid_smallest_barriers_ten,hybrid_biggest_barriers_eleven,hybrid_smallest_barriers_eleven,hybrid_biggest_barriers_twelve,hybrid_smallest_barriers_twelve,hybrid_biggest_barriers_thirteen,hybrid_smallest_barriers_thirteen,hybrid_biggest_barriers_fourteen,hybrid_smallest_barriers_fourteen,feel_better_when_RW,pared_wellness,more_active_when_RW,feel_better_seeing_colleagues_onsite,do_you_manage_employees,managed_employees_RW,can_offer_RW_to_managed_employees,offering_RW_retains_employees,offering_RW_recruits_employees,team_works_well_RW,easy_to_manage_employees_RW,easy_to_manage_poor_performers_RW,well_prepared_to_manager_RW,managing_RW_more_results_focused,easy_to_contact_employees_RW,productivity_RW,managed_employees_productivity_RW
113,1998,Female,Between 1 and 5 years,Retail Trade,"Managers - Hospitality, Retail and Service Managers",Between 20 and 199,Multiple family household,Metro,0%,50%,0%,50%,50%,No,No,,,No,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,My direct manger(s),Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,1,8,4,2,9,1,8,4,2,9,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,2,Somewhat disagree,Somewhat agree,No,,,,,,,,,,,0%,
163,1984,Female,Between 1 and 5 years,Arts and Recreation,Clerical and administrative workers - General Clerical Workers,Between 20 and 199,Group household,Metro,10%,20%,10%,20%,10%,Yes,Yes,10%,10%,Yes,10%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,My direct manger(s),Somewhat unlikely,Very unlikely,Somewhat unlikely,5,10,5,2,2,10,4,5,5,0,Yes,0.1,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,2,Neither agree nor disagree,Neither agree nor disagree,No,,,,,,,,,,,20%,
1065,1992,Female,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,One parent family with dependent children,Regional,10%,30%,10%,0%,10%,Yes,Yes,10%,10%,Yes,50%,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat Positive,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,Somewhat agree,Somewhat agree,Neither positive nor negative,My direct manger(s),Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,4,8,0,4,8,4,8,1,3,8,No,,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Difficulty collaborating with remote colleagues,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty innovating,Interruptions,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Difficulty innovating,Noisy work environment,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Interruptions,Lack of appropriate work and meeting spaces,Noisy work environment,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty innovating,Interruptions,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Somewhat disagree,2,Somewhat disagree,Strongly agree,No,,,,,,,,,,,20%,
875,1996,Male,More than 5 years,Retail Trade,Sales workers - Sales Assistants and Salespersons,Between 5 and 19,Couple with dependent children,Regional,0%,90%,0%,90%,90%,No,Yes,10%,10%,Unsure,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither positive nor negative,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Strongly Negative,They are about the same,Very unlikely,Very unlikely,Very unlikely,1,9,2,4,8,0.5,9,2.5,4,8,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,2,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,20%,
133,1999,Male,Between 1 and 5 years,Retail Trade,Sales workers - Sales Assistants and Salespersons,More than 200,Multiple family household,Regional,0%,0%,0%,0%,0%,No,No,,,Unsure,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither positive nor negative,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,My direct manger(s),Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,2,8,,5,9,0,8,,6,10,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,2,Somewhat disagree,Somewhat agree,No,,,,,,,,,,,10%,
452,1957,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Single person,Regional,20%,0%,0%,50%,50%,Yes,No,,,No,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat Positive,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,3,Neither agree nor disagree,Somewhat agree,Strongly Positive,They are about the same,Somewhat likely,Very likely,Neither unlikely or likely,2,8,,6,8,1,8,,7,8,No,,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Difficulty collaborating with remote colleagues,Interruptions,Connectivity/internet issues,Problems with audio-visual setup,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Noisy work environment,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Connectivity/internet issues,Noisy work environment,Difficulty innovating,Lack of privacy,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Noisy work environment,Somewhat disagree,2,Somewhat disagree,Somewhat agree,No,,,,,,,,,,,10%,
1444,1984,Female,More than 5 years,Health Care and Social Assistance,"Managers - Hospitality, Retail and Service Managers",Between 20 and 199,Couple with dependent children,Metro,10%,50%,10%,50%,50%,Yes,Yes,10%,50%,No,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,4,Somewhat disagree,Somewhat agree,Neither positive nor negative,They are about the same,Somewhat likely,Somewhat likely,Somewhat likely,3,8,4,2,7,3,6,3,4,8,Yes,0.1,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,2,Neither agree nor disagree,Strongly agree,Yes,No,,,,,,,,,,20%,20%
762,1969,Male,More than 5 years,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",More than 200,Single person,Metro,70%,30%,40%,70%,20%,Yes,Yes,10%,10%,Yes,60%,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,4,Strongly disagree,Strongly disagree,Somewhat Positive,They are about the same,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,1,8,1,7,7,0.5,7.5,1,8,7,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly worsened,Somewhat worsened,Not a barrier for me,Significantly worsened,Somewhat worsened,Somewhat worsened,Stayed about the same,Somewhat worsened,Not a barrier for me,Somewhat worsened,Difficulty collaborating with remote colleagues,Interruptions,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty innovating,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Difficulty innovating,Noisy work environment,Problems with audio-visual setup,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Difficulty innovating,Noisy work environment,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Lack of privacy,Difficulty innovating,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Somewhat disagree,2,Somewhat disagree,Strongly agree,Yes,Yes,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,10%,10%
665,1961,Male,More than 5 years,Wholesale Trade,Managers - Specialist Managers,Between 20 and 199,Couple with no dependent children,Metro,0%,0%,0%,0%,0%,Yes,Yes,10%,10%,No,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,4,Somewhat disagree,Somewhat disagree,Somewhat Negative,My direct manger(s),Very unlikely,Very unlikely,Very unlikely,1,9,0,6,8,0,10,0,6,8,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Difficulty collaborating with remote colleagues,Noisy work environment,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Lack of appropriate work and meeting spaces,Noisy work environment,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty innovating,Interruptions,Lack of appropriate work and meeting spaces,Difficulty innovating,Problems with audio-visual setup,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Somewhat disagree,2,Somewhat disagree,Strongly agree,No,,,,,,,,,,,0%,
895,1996,Female,Between 6 and 12 months,"Electricity, Gas, Water and Waste",Labourers - Cleaners and Laundry Workers,Between 20 and 199,Single person,Regional,100%,100%,100%,100%,100%,Yes,No,,,Unsure,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,4,Neither agree nor disagree,Somewhat disagree,Somewhat Positive,Senior leadership,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,2,4,3,6,9,2,4,3,6,9,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Noisy work environment,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Problems with audio-visual setup,Interruptions,Difficulty innovating,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Noisy work environment,Lack of privacy,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty innovating,Noisy work environment,Somewhat disagree,2,Somewhat disagree,Somewhat disagree,No,,,,,,,,,,,50%,
1084,1986,Male,More than 5 years,Education and Training,Professionals - Education Professionals,Between 20 and 199,Group household,Metro,0%,0%,0%,0%,0%,Yes,No,,,Yes,100%,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat Positive,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,4,Strongly disagree,Strongly agree,Somewhat Negative,They are about the same,Very unlikely,Very unlikely,Very unlikely,1,6,1,8,8,0.5,5,2,8.5,8,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,2,Somewhat disagree,Somewhat agree,No,,,,,,,,,,,30%,
1165,1992,Female,Between 6 and 12 months,Education and Training,Professionals - Education Professionals,More than 200,Group household,Metro,0%,0%,0%,0%,0%,Yes,No,,,Unsure,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,4,Somewhat agree,Somewhat agree,Neither positive nor negative,They are about the same,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,1,7,1,8,7,0.5,7,1,8.5,7,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat improved,Stayed about the same,Stayed about the same,Significantly worsened,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Difficulty collaborating with remote colleagues,Interruptions,Lack of privacy,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Noisy work environment,Interruptions,Noisy work environment,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Difficulty innovating,Noisy work environment,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Lack of privacy,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Somewhat disagree,2,Strongly disagree,Strongly agree,No,,,,,,,,,,,20%,
398,1999,Male,Between 6 and 12 months,Construction,"Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,Couple with no dependent children,Metro,60%,50%,30%,30%,70%,Yes,Yes,10%,40%,No,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither positive nor negative,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,4,Neither agree nor disagree,Strongly agree,Somewhat Negative,Senior leadership,Neither unlikely or likely,Neither unlikely or likely,Somewhat unlikely,4,2,10,2,6,2,12,2,2,6,No,,Stayed about the same,Somewhat worsened,Significantly worsened,Significantly improved,Stayed about the same,Significantly worsened,Stayed about the same,Somewhat improved,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat improved,Somewhat improved,Not a barrier for me,Somewhat worsened,Difficulty collaborating with remote colleagues,Interruptions,Connectivity/internet issues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Interruptions,Lack of privacy,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Difficulty innovating,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Difficulty innovating,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Interruptions,Difficulty innovating,Difficulty innovating,Problems with audio-visual setup,Noisy work environment,Problems with audio-visual setup,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Somewhat disagree,2,Somewhat disagree,Neither agree nor disagree,No,,,,,,,,,,,40%,
